Data do empenho;Número do empenho;Descrição do órgão;Histórico do empenho;Nome do credor;Valor do empenho;Valor liquidado R$;Valor pago R$;Saldo a pagar R$
 08/07/2022; 2654; SECRETARIA DE EDUCAÇÃO;" AQUISIÇÃO DE EQUIPAMENTOS DE INFORMATICA PARA USO DAS UNIDADES ESCOLARES; LICITAÇÃO COMPARTILHADA REALIZADA PELO CONSÓRCIO INTERFEDERATIVO SANTA CATARINA - CINCATARINA, CNPJ Nº 12.075.748/0001-32 PROCESSO ADMINISTRATIVO LICITATÓRIO 015008/2021 - CINCATARINA, PREGÃO ELETRÔNICO Nº 0060/2021 - CINCATARINA, ATA DE REGISTRO DE PREÇO N° , AT21CIN124742"; MULTILASER INDUSTRIAL S.A.; R$ 45.000,00; R$ 45.000,00; R$ 45.000,00; R$ 0,00
 28/01/2022; 445; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;" REFERENTE AQUISIÇÃO DE CADEIRAS PARA  USO NOS SETORES DE CONTABILIDADE E TESOURARIA-; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS.LICITAÇÃO COMPARTILHADA REALIZADA PELO CONSÓRCIO INTERFEDERATIVO SANTA CATARINA - CINCATARINA, CNPJ Nº 12.075.748/0001-32 PROCESSO ADMINISTRATIVO LICITATÓRIO 007994/2021 - CINCATARINA, PREGÃO ELETRÔNICO Nº 0041/2021 - CINCATARINA, ATA DE REGISTRO DE PREÇO N° , AT22CIN007577"; GM INDUSTRIA E COMERCIO VAREJISTA DE MOVEIS LTDA; R$ 1.678,98; R$ 1.678,98; R$ 1.678,98; R$ 0,00
 31/03/2022; 1150; SECRETARIA DA AGRICULTURA, PESCA  E MEIO AMBIENTE; REFERENTE À AQUISIÇÃO DE MOBILIÁRIO PARA MONTAGEM DE SALA, PARA USO DO SETOR DE MEIO AMBIENTE, SECRETARIA MUNICIPAL DE MEIO AMBIENTE.; MOVEIS GAIVOTA LTDA; R$ 3.800,00; R$ 3.800,00; R$ 3.800,00; R$ 0,00
 19/05/2022; 1931; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; AQUISIÇÃO DE MÓVEIS PARA ATENDER AS NECESSIDADES DA SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS.; APICEBR COMERCIAL EIRELI; R$ 1.170,00; R$ 1.170,00; R$ 1.170,00; R$ 0,00
 30/12/2020; 3167; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; REFERENTE A EXECUÇÃO DE PAVIMENTAÇÃO EM LAJOTAS NA RUA PAVIMENTAÇÃO EM LAJOTAS NA RUA DA LAGOSTA, NO MUNICÍPIO DE BALNEÁRIO GAIVOTA/SC, CONFORME PROJETO BÁSICO ANEXO AO EDITAL.; FABSUL PAVIMENTACOES EIRELI; R$ 85.722,18; R$ 0,00; R$ 0,00; R$ 85.722,18
 25/05/2022; 1961; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; REF.: CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO DE CBUQ (CONCRETO BETUMINOSO USINADO A QUENTE), PARA UTILIZAÇÃO DE REPAROS/REFORÇO DE BASE PARA PAVIMENTAÇÃO ASFÁLTICA NOS TERMOS ESTABELECIDOS NO ANEXO I - TERMO DE REFERÊNCIA DESTE EDITAL E SEUS ANEXOS.; PAVSUL ASFALTOS E PAVIMENTACOES EIRELI; R$ 147.000,00; R$ 80.235,90; R$ 80.235,90; R$ 0,00
 07/12/2020; 2901; SECRETARIA DE EDUCAÇÃO; REFERENTE A EXECUÇÃO DE AMPLIAÇÃO DE SALAS E REFORMAS PARA PREVENTIVO DE INCÊNDIO NA ESCOLA DE ENSINO FUNDAMENTAL (E.E.F.) PROF. DARCY RIBEIRO, COM ÁREA TOTAL DE 194,99 M², NO MUNICÍPIO DE BALNEÁRIO GAIVOTA/SC, DURANTE O EXERCÍCIO DE 2020.; CONSTRUTORA BIFF EIRELI; R$ 9.234,69; R$ 0,00; R$ 0,00; R$ 9.234,69
 08/11/2022; 4261; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; REFERENTE À PRESTAÇÃO DE SERVIÇO COM AQUISIÇÃO DE PEÇA PARA MANUTENÇÃO DO VEÍCULO DE USO DA POLICIA CIVIL, CONVÊNIO DE TRÂNSITO - POLÍCIA CIVIL.; COTIPEL COMERCIO DE TINTAS E PECAS LTDA - EPP; R$ 820,10; R$ 820,10; R$ 820,10; R$ 0,00
 07/06/2022; 2172; SECRETARIA DE DESENVOLVIMENTO SOCIAL; REFERENTE À PRESTAÇÃO DE SERVIÇOS EM PROJETO DE SOCIALIZAÇÃO E CULTURA PARA CRIANÇAS E ADOLESCENTES NO SERVIÇO DE CONVIVÊNCIA E FORTALECIMENTO DE VÍNCULOS, SECRETARIA MUNICIPAL DE DESENVOLVIMENTO SOCIAL.; BRUNA DOS SANTOS CARDOSO; R$ 13.500,00; R$ 13.500,00; R$ 13.500,00; R$ 0,00
 21/10/2022; 4084; SECRETARIA DE DESENVOLVIMENTO SOCIAL E HABITAÇÃO; REFERENTE AQUISIÇÃO DE GENEROS ALIMENTICIOS DESTINADOS A MANUTENÇÃO DA MERENDA DO SERVIÇO DE CONVIVENCIA E FORTALECIMETO DE VINCULOS.; JUCEMAR BORGES DOS SANTOS; R$ 185,00; R$ 185,00; R$ 185,00; R$ 0,00
 30/11/2022; 4504; GABINETE DO PREFEITO; REFERENTE A DESLOCAMENTO ATÉ A CIDADE DE FLORIANÓPOLIS/SC, PARA ENCONTRAR O SECRETÁRIO DE INFRAESTRUTURA DO ESTADO E RECEBIMENTO DE UMA MOTONIVELADORA PARA O MUNICIPIO.; EVERALDO DOS SANTOS; R$ 583,00; R$ 583,00; R$ 583,00; R$ 0,00
 03/01/2022; 180; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; REFERENTE AQUISIÇÃO DE AR CONDICIONADO 9 MIL BTUS PARA USO NO DEPARTAMENTO DE COMPRAS DA SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS.; MOVEIS GAIVOTA LTDA; R$ 1.770,00; R$ 1.770,00; R$ 1.770,00; R$ 0,00
 07/10/2022; 3914; SECRETARIA DE EDUCAÇÃO; REFERENTE AQUISIÇÃO DE MATERIAIS DE LIMPEZA E HIGIENE DESTINADOS A MANUTENÇÃO DAS NECESSIDADES BASICAS DA SECRETARIA DE EDUCAÇÃO, MANUTENÇÃO DO ENSINO INFANTIL.; ERIC MACHADO CARDOSO; R$ 1.078,44; R$ 0,00; R$ 0,00; R$ 0,00
 06/09/2022; 3476; SECRETARIA DE DESENVOLVIMENTO SOCIAL E HABITAÇÃO; REFERENTE AUXULIO FUNERAL PARA FAMILIA DE LEANDRO PEREIRA PESSOAS QUE SE ENCONTRAM EM SITUAÇÃO DE VULNERABILIDADE SOCIAL.; JOÃO MACHADO VARGAS; R$ 1.500,00; R$ 1.500,00; R$ 1.500,00; R$ 0,00
 07/10/2022; 3916; SECRETARIA DE EDUCAÇÃO; REFERENTE À AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS DA AGRICULTURA FAMILIAR E EMPREENDEDOR FAMILIAR RURAL E OU SUAS ORGANIZAÇÕES, DESTINADOS A MANUTENÇÃO DA MERENDA ESCOLAR NAS ESCOLAS DE ENSINO FUNDAMENTAL E ALIMENTAÇÃO NOS CENTROS DE EDUCAÇÃO INFANTIL - CEIS.; COOPERATIVA DE AGRICULTORES RURAIS DO VALE DO ARARANGUA; R$ 735,00; R$ 735,00; R$ 735,00; R$ 0,00
 11/10/2022; 3953; SECRETARIA DE EDUCAÇÃO; AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS DA AGRICULTURA FAMILIAR E EMPREENDEDOR FAMILIAR RURAL E OU SUAS ORGANIZAÇÕES, PARA ATENDER OS ALUNOS MATRICULADOS NAS ESCOLAS DE EDUCAÇÃO INFANTIL E FUNDAMENTAL DA REDE MUNICIPAL DE ENSINO NO EXERCÍCIO DE 2022; COOPERATIVA DE AGRICULTORES RURAIS DO VALE DO ARARANGUA; R$ 770,00; R$ 770,00; R$ 770,00; R$ 0,00
 18/10/2022; 4044; SECRETARIA DE EDUCAÇÃO; AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS DA AGRICULTURA FAMILIAR E EMPREENDEDOR FAMILIAR RURAL E OU SUAS ORGANIZAÇÕES, PARA ATENDER OS ALUNOS MATRICULADOS NAS ESCOLAS DE EDUCAÇÃO INFANTIL E FUNDAMENTAL DA REDE MUNICIPAL DE ENSINO NO EXERCÍCIO DE 2022; CRISTIANO DE MATOS NUNES; R$ 49,05; R$ 49,05; R$ 49,05; R$ 0,00
 28/10/2022; 4115; SECRETARIA DE EDUCAÇÃO; AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS DA AGRICULTURA FAMILIAR E EMPREENDEDOR FAMILIAR RURAL E OU SUAS ORGANIZAÇÕES, PARA ATENDER OS ALUNOS MATRICULADOS NAS ESCOLAS DE EDUCAÇÃO INFANTIL E FUNDAMENTAL DA REDE MUNICIPAL DE ENSINO NO EXERCÍCIO DE 2022; CRISTIANO DE MATOS NUNES; R$ 69,00; R$ 69,00; R$ 69,00; R$ 0,00
 30/11/2022; 4488; SECRETARIA DE DESENVOLVIMENTO SOCIAL E HABITAÇÃO; REFERENTE À AUXILIO FUNERAL PARA A FAMÍLIA DE NICO DEMOZ ANTONIO FERNANDES, PESSOAS QUE SE ENCONTRAM EM SITUAÇÃO DE VULNERABILIDADE SOCIAL, SECRETARIA MUNICIPAL DE DESENVOLVIMENTO SOCIAL.; LAMARK & PEREIRA LTDA ME -FUNERARIA SANTA CATARINA; R$ 1.200,00; R$ 1.200,00; R$ 1.200,00; R$ 0,00
 18/10/2022; 4046; SECRETARIA DE EDUCAÇÃO; AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS DA AGRICULTURA FAMILIAR E EMPREENDEDOR FAMILIAR RURAL E OU SUAS ORGANIZAÇÕES, PARA ATENDER OS ALUNOS MATRICULADOS NAS ESCOLAS DE EDUCAÇÃO INFANTIL E FUNDAMENTAL DA REDE MUNICIPAL DE ENSINO NO EXERCÍCIO DE 2022; ANDRESA DE MATOS NUNES; R$ 972,00; R$ 972,00; R$ 972,00; R$ 0,00
 08/11/2022; 4253; SECRETARIA DE EDUCAÇÃO; AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS DA AGRICULTURA FAMILIAR E EMPREENDEDOR FAMILIAR RURAL E OU SUAS ORGANIZAÇÕES, PARA ATENDER OS ALUNOS MATRICULADOS NAS ESCOLAS DE EDUCAÇÃO INFANTIL E FUNDAMENTAL DA REDE MUNICIPAL DE ENSINO NO EXERCÍCIO DE 2022; ANDRESA DE MATOS NUNES; R$ 931,50; R$ 931,50; R$ 931,50; R$ 0,00
 28/10/2022; 4116; SECRETARIA DE EDUCAÇÃO; AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS DA AGRICULTURA FAMILIAR E EMPREENDEDOR FAMILIAR RURAL E OU SUAS ORGANIZAÇÕES, PARA ATENDER OS ALUNOS MATRICULADOS NAS ESCOLAS DE EDUCAÇÃO INFANTIL E FUNDAMENTAL DA REDE MUNICIPAL DE ENSINO NO EXERCÍCIO DE 2022; ROGERIO EMERENCIANO; R$ 597,10; R$ 597,10; R$ 597,10; R$ 0,00
 21/10/2022; 4086; SECRETARIA DE DESENVOLVIMENTO SOCIAL E HABITAÇÃO; REFERENTE AQUISIÇÃO DE GENEROS ALIMENTICIOS DESTINADOS A MANUTENÇÃO DA MERENDA DO SERVIÇO DE CONVIVENCIA E FORTALECIMENTO DE VINCULOS.; CAVERA HORTIFRUTIGRANJEIRO LTDA; R$ 340,00; R$ 340,00; R$ 340,00; R$ 0,00
 14/10/2022; 3986; SECRETARIA DE DESENVOLVIMENTO SOCIAL E HABITAÇÃO; REFERENTE À AQUISIÇÃO DE MATERIAL DE LIMPEZA PARA ATENDER AS NECESSIDADES BÁSICAS DE USO DA SECRETARIA MUNICIPAL DE DESENVOLVIMENTO SOCIAL.; PAPA RANCHO COMERCIO LTDA; R$ 79,90; R$ 79,90; R$ 79,90; R$ 0,00
 20/10/2022; 4074; SECRETARIA DE DESENVOLVIMENTO SOCIAL E HABITAÇÃO; REFERENTE AQUISIÇÃO DE GENEROS ALIMENTICIOS DESTINADOS A MANUTENÇÃO DA MERENDA DO SERVIÇO DE CONVIVENCIA E FORTALECIMENTO DE VINCULOS.; PAPA RANCHO COMERCIO LTDA; R$ 1.367,35; R$ 1.367,35; R$ 1.367,35; R$ 0,00
 20/10/2022; 4076; SECRETARIA DE DESENVOLVIMENTO SOCIAL E HABITAÇÃO; REFERENTE AQUISIÇÃO DE GENEROS ALIMENTICIOS DESTINADOS A MANUTENÇÃO DA MERENDA DO SERVIÇO DE CONVIVENCIA E FORTALECIMENTO DE VINCULOS.; PAPA RANCHO COMERCIO LTDA; R$ 419,40; R$ 419,40; R$ 419,40; R$ 0,00
 20/10/2022; 4075; SECRETARIA DE DESENVOLVIMENTO SOCIAL E HABITAÇÃO; REFERENTE AQUISIÇÃO DE GENEROS ALIMENTICIOS DESTINADOS A MANUTENÇÃO DA MERENDA DO SERVIÇO DE CONVIVENCIA E FORTALECIMENTO DE VINCULOS.; PAPA RANCHO COMERCIO LTDA; R$ 1.257,51; R$ 1.257,51; R$ 1.257,51; R$ 0,00
 01/09/2022; 3433; SECRETARIA DA AGRICULTURA, PESCA  E DESENV. RURAL; REFERENTE AQUISIÇÃO DE MATERIAIS E EQUIPAMENTOS PARA INSEMINAÇÃO  BOVINA, PARA USO NA MANUTENÇÃO DAS NECESSIDADES BASICAS DA SECRETARIA MUNICIPAL DE AGRICULTURA.; SELECT SIRES DO BRASIL GENETICA LTDA; R$ 8.515,00; R$ 8.515,00; R$ 8.515,00; R$ 0,00
 07/11/2022; 4248; SECRETARIA DE EDUCAÇÃO; REFERENTE À AQUISIÇÃO DE COMBUSTÍVEL (DIESEL COMUM) PARA MANUTENÇÃO DOS VEÍCULOS DE USO DA SECRETARIA DE EDUCAÇÃO MUNICIPAL, ENSINO FUNDAMENTAL.; REDE FURNAS COMÉRCIO DE COMBUSTÍVEIS LTDA; R$ 1.152,55; -; -; -
 19/08/2022; 3212; SECRETARIA DE EDUCAÇÃO; REFERENTE À PRESTAÇÃO DE SERVIÇO DE TRANSPORTE ESCOLAR, ENSINO FUNDAMENTAL, SECRETARIA MUNICIPAL DE EDUCAÇÃO.; BERETA TRANSPORTES DE PASSAGEIROS EIRELI; R$ 157.313,84; R$ 157.313,84; R$ 157.313,84; R$ 0,00
 30/06/2022; 2493; SECRETARIA DE DESENVOLVIMENTO SOCIAL; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 6/2022; INST. NACIO. DO SEGURO SOCIAL; R$ 661,50; R$ 661,50; R$ 661,50; R$ 0,00
 30/06/2022; 2497; SECRETARIA DE CULTURA; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 6/2022; INST. NACIO. DO SEGURO SOCIAL; R$ 2.341,94; R$ 2.341,94; R$ 2.341,94; R$ 0,00
 30/06/2022; 2498; SECRETARIA DE INDÚSTRIA E COMÉRCIO; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 6/2022; INST. NACIO. DO SEGURO SOCIAL; R$ 1.827,47; R$ 1.827,47; R$ 1.827,47; R$ 0,00
 30/06/2022; 2525; SECRETARIA DA AGRICULTURA, PESCA  E MEIO AMBIENTE; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL_COMPLEMENTAR 6/2022; INST. NACIO. DO SEGURO SOCIAL; R$ 226,14; R$ 226,14; R$ 226,14; R$ 0,00
 30/06/2022; 2487; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 6/2022; INST. NACIO. DO SEGURO SOCIAL; R$ 449,84; R$ 449,84; R$ 449,84; R$ 0,00
 30/06/2022; 2490; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 6/2022; INST. NACIO. DO SEGURO SOCIAL; R$ 37.237,35; R$ 37.237,35; R$ 37.237,35; R$ 0,00
 30/06/2022; 2519; SECRETARIA DE OBRAS E SERVIÇOS URBANOS;" REFERENTE A TAXA DE LICENCIAMENTO ANUAL 2022 DOS SEGUINTES  VEÍCULOS  EM USO NA SECRETARIA DE OBRAS E SERVIÇOS URBANOS:
-CAMINHÃO/ BASCULANTE M. BENZ/ L 1318, PLACA LYS-1618;
-AUTOMÓVEL CHEVROLET/ CLASSIC LS, PLACA MIF-5537."; SECRETARIA DE ESTADO DA SEGURANCA PUBLICA; R$ 285,38; R$ 285,38; R$ 285,38; R$ 0,00
 30/06/2022; 2518; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;" REFERENTE AO PAGAMENTO DE MULTA DE TRÂNSITO, VEÍCULO AUTOMÓVEL FIAT/DOBLO ESSENCE 7L, PLACA QIO-4028, NOS SEGUINTES LOCAIS:
*CIDADE DE CRICIÚMA, DIA 19/11/2011, RUA CEL. MARCOS ROVARIS, 443;
*CIDADE DE CRICIÚMA, DIA 24/09/2021, RUA PERNAMBUCO, ESQ. AV. CENTENÁRIO."; SECRETARIA DE ESTADO DA FAZENDA; R$ 271,63; R$ 271,63; R$ 271,63; R$ 0,00
 28/10/2022; 4119; SECRETARIA DE EDUCAÇÃO; AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS DA AGRICULTURA FAMILIAR E EMPREENDEDOR FAMILIAR RURAL E OU SUAS ORGANIZAÇÕES, PARA ATENDER OS ALUNOS MATRICULADOS NAS ESCOLAS DE EDUCAÇÃO INFANTIL E FUNDAMENTAL DA REDE MUNICIPAL DE ENSINO NO EXERCÍCIO DE 2022; ANDRESA DE MATOS NUNES; R$ 972,00; R$ 972,00; R$ 972,00; R$ 0,00
 01/11/2022; 4218; SECRETARIA DE EDUCAÇÃO; AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS DA AGRICULTURA FAMILIAR E EMPREENDEDOR FAMILIAR RURAL E OU SUAS ORGANIZAÇÕES, PARA ATENDER OS ALUNOS MATRICULADOS NAS ESCOLAS DE EDUCAÇÃO INFANTIL E FUNDAMENTAL DA REDE MUNICIPAL DE ENSINO NO EXERCÍCIO DE 2022; ANDRESA DE MATOS NUNES; R$ 985,50; R$ 985,50; R$ 985,50; R$ 0,00
 01/11/2022; 4213; SECRETARIA DE EDUCAÇÃO; AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS DA AGRICULTURA FAMILIAR E EMPREENDEDOR FAMILIAR RURAL E OU SUAS ORGANIZAÇÕES, PARA ATENDER OS ALUNOS MATRICULADOS NAS ESCOLAS DE EDUCAÇÃO INFANTIL E FUNDAMENTAL DA REDE MUNICIPAL DE ENSINO NO EXERCÍCIO DE 2022; ROGERIO EMERENCIANO; R$ 509,92; R$ 509,92; R$ 509,92; R$ 0,00
 21/10/2022; 4088; SECRETARIA DE DESENVOLVIMENTO SOCIAL E HABITAÇÃO; REFERENTE AQUISIÇÃO DE GENEROS ALIMENTICIOS DESTINADOS A MANUTENÇÃO DA MERENDA DO SERVIÇO DE CONVIVENCIA E FORTALECIMENTO DE VINCULOS.; AGROINDUSTRIA DO CAMPO LTDA; R$ 1.156,00; R$ 1.156,00; R$ 1.156,00; R$ 0,00
 21/10/2022; 4089; SECRETARIA DE DESENVOLVIMENTO SOCIAL E HABITAÇÃO; REFERENTE AQUISIÇÃO DE GENEROS ALIMENTICIOS DESTINADOS A MANUTENÇÃO DA MERENDA DO SERVIÇO DE CONVIVENCIA E FORTALECIMENTO DE VINCULOS.; AGROINDUSTRIA DO CAMPO LTDA; R$ 1.596,00; R$ 1.596,00; R$ 1.596,00; R$ 0,00
 21/10/2022; 4087; SECRETARIA DE DESENVOLVIMENTO SOCIAL E HABITAÇÃO; REFERENTE AQUISIÇÃO DE GENEROS ALIMENTICIOS DESTINADOS A MANUTENÇÃO DA MERENDA DO SERVIÇO DE CONVIVENCIA E FORTALECIMENTO DE VINCULOS.; CAVERA HORTIFRUTIGRANJEIRO LTDA; R$ 645,07; R$ 645,07; R$ 645,07; R$ 0,00
 18/10/2022; 4065; SECRETARIA DE DESENVOLVIMENTO SOCIAL E HABITAÇÃO; REFERENTE À AQUISIÇÃO DE ÁGUA MINERAL 20L E GÁS DE COZINHA (P13), PARA ATENDER AS NECESSIDADES BASICAS DE USO DA SECRETARIA MUNICIPAL DE DESENVOLVIMENTO SOCIAL.; TRAJANO'S DISTRIBUIDORA LTDA; R$ 527,00; R$ 527,00; R$ 527,00; R$ 0,00
 14/10/2022; 3988; SECRETARIA DE DESENVOLVIMENTO SOCIAL E HABITAÇÃO; REFERENTE AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS PARA MANUTENÇÃO DE USO DA SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL.; PAPA RANCHO COMERCIO LTDA; R$ 319,80; R$ 319,80; R$ 319,80; R$ 0,00
 14/10/2022; 4000; SECRETARIA DE DESENVOLVIMENTO SOCIAL E HABITAÇÃO; REFERENTE AQUISIÇÃO DE MATERIAL DE LIMPEZA PARA ATENDER AS NECESSIDADES BÁSICAS DE USO DA SECRETARIA MUNICIPAL DE DESENVOLVIMENTO SOCIAL.; PAPA RANCHO COMERCIO LTDA; R$ 115,80; R$ 115,80; R$ 115,80; R$ 0,00
 01/09/2022; 3452; SECRETARIA DE EDUCAÇÃO; REF.: AQUISIÇÃO(ÕES) DE MATERIAIS DE LIMPEZA E HIGIENE PARA REDE MUNICIPAL DE ENSINO INFANTIL, PARA SEREM FORNECIDOS DE FORMA PARCELADA, OBEDECIDOS AS ESPECIFICAÇÕES MÍNIMAS CONSTANTES NO EDITAL, TERMO DE REFERÊNCIA E DEMAIS ANEXOS.; ERIC MACHADO CARDOSO; R$ 365,80; -; -; -
 01/09/2022; 3453; SECRETARIA DE EDUCAÇÃO; REF.: AQUISIÇÃO(ÕES) DE MATERIAIS DE LIMPEZA E HIGIENE PARA REDE MUNICIPAL DE ENSINO INFANTIL, PARA SEREM FORNECIDOS DE FORMA PARCELADA, OBEDECIDOS AS ESPECIFICAÇÕES MÍNIMAS CONSTANTES NO EDITAL, TERMO DE REFERÊNCIA E DEMAIS ANEXOS.; ERIC MACHADO CARDOSO; R$ 3.158,50; -; -; -
 06/04/2022; 1344; SECRETARIA DE EDUCAÇÃO; REF.: PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO DOS VEÍCULOS TIPO ÔNIBUS E VANS DESTA MUNICIPALIDADE, COM FORNECIMENTO DE PEÇAS, COMPONENTES E ACESSÓRIOS NOVOS COM AS MESMAS ESPECIFICAÇÕES TÉCNICAS E PADRÕES DE QUALIDADE DAQUELES PRODUZIDOS PELOS FABRICANTES (ORIGINAIS OU GENUÍNOS), CONFORME TERMO DE REFERÊNCIA (ANEXO I), E DEMAIS CONDIÇÕES CONSTANTES NO EDITAL E ANEXOS; CARMINATTI PECAS, COMERCIO E TRANSPORTES LTDA - ME; R$ 1.618,00; -; -; -
 01/04/2022; 1284; SECRETARIA DE EDUCAÇÃO; REFERENTE À AQUISIÇÃO DE MATERIAIS DE LIMPEZA E HIGIENE PARA MANUTENÇÃO DE USO DA REDE MUNICIPAL DE ENSINO FUNDAMENTAL E CEIS, SECRETARIA MUNICIPAL DE EDUCAÇÃO.; PAPA RANCHO COMERCIO LTDA; R$ 557,60; -; -; -
 23/06/2022; 2379; SECRETARIA DE EDUCAÇÃO; REF.: CONTRATAÇÃO DE SERVIÇOS DE DEDETIZAÇÃO E LIMPEZA DE CAIXA DE ÁGUA, COM   EMISSÃO DE LAUDO TÉCNICO. FORNECIMENTO DE MÃO DE OBRA, TODOS OS INSUMOS, EQUIPAMENTOS E FERRAMENTAS NECESSÁRIAS, A SEREM EXECUTADOS EM TODOS OS PRÉDIOS PÚBLICOS DO MUNICÍPIO DE BALNEÁRIO GAIVOTA/SC, CONFORME AS ESPECIFICAÇÕES E CONDIÇÕES DE EXECUÇÃO CONSTANTES NO ANEXO I - PROJETO BÁSICO; E V BARBOSA DEDETIZADORA; R$ 10.000,00; -; -; -
 23/06/2022; 2374; SECRETARIA DE EDUCAÇÃO; REF.: CONTRATAÇÃO DE SERVIÇOS DE DEDETIZAÇÃO E LIMPEZA DE CAIXA DE ÁGUA, COM   EMISSÃO DE LAUDO TÉCNICO. FORNECIMENTO DE MÃO DE OBRA, TODOS OS INSUMOS, EQUIPAMENTOS E FERRAMENTAS NECESSÁRIAS, A SEREM EXECUTADOS EM TODOS OS PRÉDIOS PÚBLICOS DO MUNICÍPIO DE BALNEÁRIO GAIVOTA/SC, CONFORME AS ESPECIFICAÇÕES E CONDIÇÕES DE EXECUÇÃO CONSTANTES NO ANEXO I - PROJETO BÁSICO; E V BARBOSA DEDETIZADORA; R$ 5.000,00; -; -; -
 25/07/2022; 2842; SECRETARIA DE EDUCAÇÃO; REFERENTE À AQUISIÇÃO DE MATERIAL DE LIMPEZA E HIGIENE PARA ATENDER AS NECESSIDADES BÁSICAS DE USO DO ENSINO INFANTIL, DA SECRETARIA MUNICIPAL DE EDUCAÇÃO.; ERIC MACHADO CARDOSO; R$ 292,45; -; -; -
 25/07/2022; 2843; SECRETARIA DE EDUCAÇÃO; REFERENTE À AQUISIÇÃO DE MATERIAL DE LIMPEZA E HIGIENE PARA ATENDER AS NECESSIDADES BÁSICAS DE USO DO ENSINO FUNDAMENTAL, DA SECRETARIA MUNICIPAL DE EDUCAÇÃO.; ERIC MACHADO CARDOSO; R$ 343,55; -; -; -
 08/11/2022; 4251; SECRETARIA DE EDUCAÇÃO; AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS DA AGRICULTURA FAMILIAR E EMPREENDEDOR FAMILIAR RURAL E OU SUAS ORGANIZAÇÕES, PARA ATENDER OS ALUNOS MATRICULADOS NAS ESCOLAS DE EDUCAÇÃO INFANTIL E FUNDAMENTAL DA REDE MUNICIPAL DE ENSINO NO EXERCÍCIO DE 2022; IVANILDO MACHADO PORTO; R$ 573,75; R$ 0,00; R$ 0,00; R$ 0,00
 28/10/2022; 4123; SECRETARIA DE EDUCAÇÃO; AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS DA AGRICULTURA FAMILIAR E EMPREENDEDOR FAMILIAR RURAL E OU SUAS ORGANIZAÇÕES, PARA ATENDER OS ALUNOS MATRICULADOS NAS ESCOLAS DE EDUCAÇÃO INFANTIL E FUNDAMENTAL DA REDE MUNICIPAL DE ENSINO NO EXERCÍCIO DE 2022; IVANILDO MACHADO PORTO; R$ 463,25; R$ 0,00; R$ 0,00; R$ 0,00
 15/09/2022; 3570; SECRETARIA DE EDUCAÇÃO; AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS DA AGRICULTURA FAMILIAR E EMPREENDEDOR FAMILIAR RURAL, PARA ATENDER OS ALUNOS MATRICULADOS NAS ESCOLAS DE EDUCAÇÃO INFANTIL E FUNDAMENTAL DA REDE MUNICIPAL DE ENSINO NO EXERCÍCIO DE 2022; IVANILDO MACHADO PORTO; R$ 386,75; R$ 344,25; R$ 344,25; R$ 0,00
